actors_id,movie_id
304,182789
638,120461
73,120461
639,120461
99,118972
117,118972
640,118972
641,267626
64,267626
642,267626
643,1502712
644,1502712
645,1502712
646,352248
647,352248
648,352248
403,1041804
649,1041804
650,1041804
651,329575
152,329575
230,329575
652,117998
210,117998
653,117998
654,162222
93,162222
655,162222
75,366548
246,366548
656,366548
657,372183
343,372183
658,372183
137,118571
117,118571
659,118571
243,240772
99,240772
660,240772
356,1509767
558,1509767
4,1509767
614,837562
78,837562
554,837562
661,461770
662,461770
663,461770
664,2243973
665,2243973
666,2243973
90,1599348
491,1599348
312,1599348
217,211181
394,211181
667,211181
668,471042
275,471042
197,471042
669,457939
59,457939
670,457939
524,120660
45,120660
671,120660
672,1230414
673,1230414
674,1230414
343,496806
675,496806
99,496806
676,400717
72,400717
677,400717
439,1840309
59,1840309
440,1840309
678,215750
679,215750
680,215750
297,327850
322,327850
106,327850
681,107362
682,107362
575,107362
229,397535
683,397535
684,397535
685,463985
686,463985
687,463985
688,1430607
118,1430607
689,1430607
99,119643
232,119643
281,119643
690,233469
691,233469
692,233469
693,78754
694,78754
695,78754
403,1667353
436,1667353
696,1667353
697,446029
698,446029
699,446029
700,298814
81,298814
701,298814
702,144528
703,144528
704,144528
705,267913
706,267913
707,267913
708,389860
614,389860
709,389860
79,1287468
191,1287468
710,1287468
415,489099
173,489099
711,489099
712,411477
713,411477
714,411477
110,443706
21,443706
715,443706
716,216216
483,216216
306,216216
162,315327
146,315327
348,315327
508,1320253
97,1320253
157,1320253
58,117060
164,117060
717,117060
211,1392170
102,1392170
718,1392170
719,1411697
203,1411697
720,1411697
433,103776
385,103776
721,103776
162,327084
295,327084
514,327084
722,275847
493,275847
723,275847
436,413895
78,413895
274,413895
72,120647
146,120647
483,120647
232,1821694
295,1821694
724,1821694
725,398165
614,398165
726,398165
612,1615918
150,1615918
727,1615918
614,2191701
78,2191701
554,2191701
322,425061
598,425061
205,425061
72,337741
179,337741
728,337741
729,1130884
60,1130884
730,1130884
483,369436
72,369436
731,369436
732,358082
118,358082
733,358082
2,119094
213,119094
657,119094
734,960731
614,960731
735,960731
736,257044
93,257044
737,257044
738,1564367
614,1564367
615,1564367
739,3322312
740,3322312
741,3322312
742,118880
78,118880
743,118880
744,1059786
297,1059786
745,1059786
258,159365
210,159365
113,159365
138,1037705
491,1037705
137,1037705
746,119137
246,119137
747,119137
748,171363
64,171363
749,171363
299,117705
598,117705
750,117705
751,383216
752,383216
753,383216
754,118883
436,118883
755,118883
356,2713180
99,2713180
756,2713180
638,120828
117,120828
353,120828
757,1302067
218,1302067
758,1302067
759,166813
343,166813
760,166813
761,1222817
297,1222817
762,1222817
53,120738
137,120738
763,120738
764,368008
491,368008
765,368008
633,119033
717,119033
766,119033
614,2510894
78,2510894
767,2510894
768,57733
769,57733
770,57733
771,120910
772,120910
773,120910
774,268695
54,268695
775,268695
776,120751
236,120751
777,120751
73,244244
75,244244
312,244244
778,386140
779,386140
780,386140
781,120889
246,120889
782,120889
554,185431
614,185431
783,185431
145,355295
343,355295
357,355295
291,116996
258,116996
337,116996
784,4291590
785,4291590
786,4291590
787,119051
232,119051
788,119051
789,986263
295,986263
790,986263
791,146309
103,146309
792,146309
793,116040
508,116040
794,116040
795,1762399
796,1762399
797,1762399
630,185183
798,185183
799,185183
800,318155
156,318155
801,318155
802,875034
803,875034
804,875034
199,300556
96,300556
744,300556
805,119925
568,119925
806,119925
656,120595
807,120595
808,120595
809,1618442
98,1618442
810,1618442
811,199753
812,199753
813,199753
814,344854
815,344854
816,344854
817,765128
818,765128
819,765128
634,318081
573,318081
820,318081
821,1921064
822,1921064
823,1921064
824,4057916
825,4057916
826,4057916
827,268978
807,268978
197,268978
403,110357
275,110357
828,110357
322,1397514
211,1397514
561,1397514
302,1985966
590,1985966
829,1985966
232,289765
210,289765
830,289765
793,317648
70,317648
330,317648
614,810913
675,810913
831,810913
576,322259
96,322259
832,322259
69,1754656
152,1754656
207,1754656
833,427392
752,427392
834,427392
240,131704
498,131704
835,131704
836,2709768
247,2709768
837,2709768
838,311429
208,311429
359,311429
839,1690953
162,1690953
247,1690953
435,116629
45,116629
840,116629
841,119567
842,119567
843,119567
244,351283
242,351283
342,351283
844,206634
113,206634
845,206634
846,120903
75,120903
378,120903
146,493464
175,493464
95,493464
847,117500
213,117500
848,117500
849,438097
593,438097
850,438097
851,343660
614,343660
852,343660
853,427327
854,427327
855,427327
856,204313
328,204313
857,204313
521,141369
275,141369
219,141369
95,1670345
146,1670345
858,1670345
614,1375670
78,1375670
154,1375670
471,362227
93,362227
859,362227
860,3489184
787,3489184
861,3489184
862,785006
73,785006
863,785006
383,190865
864,190865
865,190865
93,472062
210,472062
866,472062
867,307453
498,307453
175,307453
868,443489
869,443489
476,443489
870,874936
871,874936
872,874936
873,377471
322,377471
522,377471
874,408306
260,408306
33,408306
621,314353
295,314353
576,314353
348,1103153
875,1103153
514,1103153
876,1638355
28,1638355
877,1638355
878,371246
614,371246
879,371246
553,385880
78,385880
514,385880
880,219965
295,219965
881,219965
882,113071
209,113071
883,113071
884,166485
155,166485
885,166485
886,1253864
28,1253864
887,1253864
295,340163
161,340163
888,340163
240,120913
343,120913
403,120913
103,329717
117,329717
889,329717
890,120157
484,120157
722,120157
891,806203
37,806203
892,806203
893,166276
156,166276
894,166276
359,377062
169,377062
589,377062
295,217869
136,217869
858,217869
183,2293640
162,2293640
247,2293640
527,978764
183,978764
383,978764
895,120832
213,120832
896,120832
897,120184
898,120184
899,120184
253,1985949
40,1985949
900,1985949
116,770752
206,770752
901,770752
492,1201167
614,1201167
902,1201167
903,431197
228,431197
904,431197
761,415306
366,415306
905,415306
474,240462
906,240462
907,240462
908,112573
909,112573
910,112573
911,418763
110,418763
912,418763
913,462538
837,462538
914,462538
915,268995
916,268995
917,268995
918,132245
508,132245
919,132245
920,338512
921,338512
922,338512
66,368447
67,368447
53,368447
906,118998
133,118998
923,118998
924,286106
925,286106
926,286106
927,298148
219,298148
928,298148
929,317219
92,317219
930,317219
37,163187
436,163187
931,163187
932,295701
98,295701
933,295701
934,2279373
935,2279373
193,2279373
147,117438
748,117438
317,117438
99,361748
143,361748
8,361748
436,102057
246,102057
679,102057
669,1267297
322,1267297
936,1267297
937,99423
295,99423
938,99423
939,257076
269,257076
597,257076
940,2647544
941,2647544
942,2647544
943,259711
164,259711
165,259711
944,452637
67,452637
945,452637
292,370263
629,370263
946,370263
947,1231580
150,1231580
612,1231580
413,277434
183,277434
948,277434
146,2302755
199,2302755
949,2302755
950,120844
951,120844
952,120844
756,1217613
430,1217613
82,1217613
953,319061
78,319061
344,319061
954,111742
955,111742
956,111742
104,1568911
957,1568911
107,1568911
343,2177771
598,2177771
945,2177771
958,96754
847,96754
391,96754
827,1027718
32,1027718
959,1027718
960,829150
221,829150
961,829150
295,133952
491,133952
962,133952
239,486655
28,486655
963,486655
229,120102
99,120102
964,120102
388,1578275
139,1578275
965,1578275
966,280486
232,280486
967,280486
968,419706
322,419706
969,419706
970,297181
905,297181
971,297181
972,1496025
439,1496025
973,1496025
974,1336608
975,1336608
976,1336608
576,251114
295,251114
977,251114
498,1448755
97,1448755
865,1448755
948,246894
597,246894
721,246894
973,308208
978,308208
979,308208
980,120696
146,120696
539,120696
981,181739
982,181739
955,181739
133,884726
983,884726
984,884726
985,2717822
22,2717822
986,2717822
987,346156
175,346156
155,346156
988,430912
989,430912
990,430912
991,1211956
508,1211956
992,1211956
993,1043726
994,1043726
995,1043726
646,164184
146,164184
996,164184
173,1325004
234,1325004
698,1325004
30,227445
498,227445
997,227445
839,1323594
162,1323594
191,1323594
998,113845
999,113845
1000,113845
146,2637276
64,2637276
713,2637276
1001,1186830
1002,1186830
1003,1186830
3,132347
240,132347
88,132347
114,480687
1004,480687
1005,480687
276,140352
675,140352
522,140352
189,2025690
1006,2025690
1007,2025690
1008,758774
60,758774
1009,758774
368,427152
162,427152
103,427152
221,1611224
669,1611224
537,1611224
1010,137494
296,137494
1011,137494
1012,1828327
931,1828327
1013,1828327
1014,120902
916,120902
917,120902
1015,462396
135,462396
1016,462396
98,120815
93,120815
343,120815
221,2369135
245,2369135
82,2369135
1017,207201
66,207201
869,207201
340,268380
603,268380
593,268380
230,285531
146,285531
1018,285531
915,443272
12,443272
646,443272
1019,133093
179,133093
1020,133093
1021,112384
93,112384
1022,112384
1023,100802
1024,100802
1025,100802
1026,304669
1027,304669
1028,304669
140,1707386
75,1707386
205,1707386
1029,128853
93,128853
743,128853
441,838283
366,838283
1030,838283
1031,120746
232,120746
1032,120746
492,1231583
21,1231583
1033,1231583
1034,186566
1035,186566
1036,186566
1037,106582
508,106582
1038,106582
1039,115759
147,115759
393,115759
1040,219854
295,219854
1041,219854
1042,469641
213,469641
509,469641
71,304415
436,304415
1043,304415
280,1645170
613,1645170
1044,1645170
1045,120663
164,120663
1046,120663
764,1823664
1047,1823664
1048,1823664
595,2381941
45,2381941
1049,2381941
1050,1596350
11,1596350
1051,1596350
1052,359013
90,359013
304,359013
1053,87985
1054,87985
1055,87985
1056,119942
1057,119942
1058,119942
790,1855325
558,1855325
84,1855325
838,452608
97,452608
657,452608
1059,116908
1060,116908
1061,116908
631,228750
1062,228750
1063,228750
211,406375
173,406375
1064,406375
1065,137523
99,137523
1066,137523
1067,758794
206,758794
911,758794
49,3877200
208,3877200
1068,3877200
416,102070
295,102070
650,102070
1069,219952
716,219952
841,219952
1070,1418377
1071,1418377
589,1418377
1072,380599
1073,380599
1074,380599
178,357277
228,357277
603,357277
295,458481
12,458481
56,458481
58,156934
117,156934
1075,156934
1076,2719848
858,2719848
1077,2719848
1078,396171
1079,396171
1080,396171
1081,295178
367,295178
1082,295178
236,375568
213,375568
1083,375568
842,107290
299,107290
1084,107290
514,111756
169,111756
1085,111756
1086,109444
117,109444
691,109444
1087,3672840
1088,3672840
1089,3672840
1090,430304
473,430304
1091,430304
86,141926
206,141926
1092,141926
1039,112346
1093,112346
505,112346
1094,811138
218,811138
367,811138
848,233142
554,233142
1095,233142
736,3460252
1096,3460252
414,3460252
150,445934
366,445934
553,445934
1097,1411704
905,1411704
1098,1411704
143,416449
199,416449
1099,416449
497,290002
498,290002
499,290002
1100,822832
1101,822832
1102,822832
917,120689
93,120689
571,120689
1103,486946
1104,486946
1105,486946
127,371606
514,371606
353,371606
195,2267998
1106,2267998
1107,2267998
1108,258463
343,258463
1109,258463
434,113189
857,113189
700,113189
1110,144214
1041,144214
1111,144214
424,120382
640,120382
1112,120382
1113,120794
291,120794
1114,120794
1017,317303
1115,317303
128,317303
1116,1272878
491,1272878
1117,1272878
1097,239395
1118,239395
1119,239395
236,317740
97,317740
1120,317740
1121,313737
764,313737
129,313737
1122,120587
508,120587
1123,120587
561,1078940
72,1078940
1124,1078940
483,99371
164,99371
539,99371
1125,452598
347,452598
1126,452598
748,4046784
1127,4046784
1128,4046784
436,879870
69,879870
314,879870
73,218967
213,218967
588,218967
146,1245526
295,1245526
1129,1245526
169,146838
675,146838
597,146838
58,119314
23,119314
1130,119314
242,369339
164,369339
522,369339
752,277296
322,277296
567,277296
1042,349710
1131,349710
1132,349710
716,149261
597,149261
1133,149261
1134,1477715
1135,1477715
1136,1477715
1137,1598778
343,1598778
1138,1598778
1139,257568
918,257568
1140,257568
1141,327597
927,327597
1142,327597
652,949731
552,949731
1143,949731
949,328107
491,328107
34,328107
1,393735
21,393735
561,393735
734,335438
338,335438
1144,335438
1145,116705
984,116705
1146,116705
1003,167190
1147,167190
714,167190
1022,120633
483,120633
1046,120633
177,1623288
698,1623288
1148,1623288
295,119395
70,119395
1149,119395
311,338337
943,338337
220,338337
1150,118055
87,118055
691,118055
275,420238
355,420238
32,420238
1151,790772
1152,790772
1153,790772
522,290095
1094,290095
1154,290095
1155,114781
1156,114781
1157,114781
1015,1205537
1158,1205537
1159,1205537
498,2446980
102,2446980
203,2446980
949,3300542
199,3300542
1160,3300542
531,118583
1161,118583
691,118583
1162,822854
1163,822854
1164,822854
1083,787474
1165,787474
1166,787474
1167,120791
603,120791
1150,120791
366,1490017
146,1490017
1168,1490017
262,385307
1169,385307
1170,385307
199,253556
10,253556
206,253556
986,1321870
1171,1321870
1172,1321870
133,1045778
1173,1045778
1174,1045778
146,1057500
343,1057500
1175,1057500
38,473705
136,473705
1176,473705
36,1135487
436,1135487
1177,1135487
1178,120764
1179,120764
1180,120764
1181,443632
1182,443632
1183,443632
137,762125
322,762125
444,762125
951,253754
11,253754
950,253754
1184,138524
244,138524
1185,138524
1186,2083383
1035,2083383
393,2083383
116,1226273
1187,1226273
1177,1226273
1188,120004
1189,120004
1190,120004
1191,289848
498,289848
1192,289848
675,1034331
498,1034331
991,1034331
340,821642
21,821642
618,821642
45,146984
343,146984
236,146984
552,181875
210,181875
651,181875
752,455499
598,455499
1193,455499
251,329774
1194,329774
1195,329774
1196,822847
1197,822847
1198,822847
1199,165982
99,165982
1200,165982
604,119081
890,119081
1022,119081
21,848228
22,848228
23,848228
1201,259288
311,259288
282,259288
1202,387877
23,387877
895,387877
77,454824
69,454824
1203,454824
147,272020
112,272020
1204,272020
1205,134983
1206,134983
1207,134983
53,1837709
1208,1837709
1209,1837709
1210,1538403
48,1538403
2,1538403
1211,765476
413,765476
1212,765476
1213,382628
390,382628
1214,382628
807,131369
206,131369
388,131369
43,494238
156,494238
1215,494238
227,831887
23,831887
1216,831887
1217,3045616
5,3045616
1218,3045616
1219,460780
97,460780
1220,460780
499,294357
175,294357
424,294357
1221,4591310
683,4591310
1222,4591310
1223,326905
69,326905
1224,326905
1225,1431045
90,1431045
1226,1431045
1227,120701
469,120701
1228,120701
1229,2179136
203,2179136
1230,2179136
1231,115341
1232,115341
1233,115341
943,425123
553,425123
1234,425123
54,158622
1235,158622
696,158622
1236,95956
508,95956
1237,95956
1238,379865
1239,379865
1240,379865
614,2479478
347,2479478
554,2479478
1241,1314228
858,1314228
1242,1314228
1243,2234155
253,2234155
1244,2234155
790,1220634
558,1220634
1245,1220634
1246,485985
573,485985
1247,485985
561,159206
560,159206
1248,159206
675,118971
179,118971
236,118971
1249,1232200
614,1232200
590,1232200
1250,116136
169,116136
1251,116136
73,367479
154,367479
1252,367479
1253,1071875
213,1071875
1254,1071875
1255,238112
10,238112
1256,238112
1257,1986770
1258,1986770
1259,1986770
19,395699
98,395699
1163,395699
1260,351977
322,351977
1261,351977
1262,109830
93,109830
1263,109830
1264,952640
612,952640
1265,952640
497,212338
498,212338
499,212338
563,114148
10,114148
1266,114148
1267,78346
30,78346
1162,78346
416,117218
242,117218
743,117218
716,386588
45,386588
617,386588
189,119190
156,119190
1268,119190
1269,328828
1270,328828
127,328828
1271,1535109
93,1535109
1272,1535109
69,1279935
138,1279935
162,1279935
1273,112642
217,112642
1191,112642
153,455944
491,455944
1274,455944
442,252076
679,252076
1275,252076
793,112740
491,112740
1276,112740
1277,454921
45,454921
1278,454921
1204,408790
1279,408790
1280,408790
1281,109635
401,109635
502,109635
216,120632
213,120632
1158,120632
196,266697
1282,266697
1283,266697
1284,131325
21,131325
535,131325
1285,118480
1286,118480
1287,118480
1288,378194
196,378194
1261,378194
1289,98439
508,98439
1290,98439
673,104070
295,104070
1085,104070
1291,184894
1174,184894
1292,184894
311,116253
133,116253
1293,116253
1294,1396218
1295,1396218
996,1396218
1296,865556
157,865556
651,865556
1297,1621039
150,1621039
283,1621039
1298,103644
1299,103644
1300,103644
1301,116250
1302,116250
1303,116250
640,122690
498,122690
1304,122690
567,116409
36,116409
1305,116409
1306,1109624
123,1109624
1307,1109624
1308,269347
484,269347
1309,269347
1057,128278
232,128278
1310,128278
1311,338466
343,338466
1312,338466
1057,839980
366,839980
1033,839980
1313,1430626
154,1430626
233,1430626
858,824747
175,824747
1158,824747
146,115857
179,115857
80,115857
1277,116277
498,116277
1314,116277
980,293508
199,293508
1315,293508
527,414055
140,414055
351,414055
1149,402022
236,402022
1316,402022
1317,279111
1318,279111
1319,279111
1320,120390
931,120390
917,120390
1024,780567
340,780567
841,780567
1321,2281587
288,2281587
1322,2281587
1203,167456
83,167456
1323,167456
1324,1126591
1101,1126591
1325,1126591
1326,344510
1327,344510
1328,344510
1329,160184
508,160184
1299,160184
86,187738
1330,187738
359,187738
297,814314
45,814314
1331,814314
1332,1308729
508,1308729
1333,1308729
87,99674
675,99674
893,99674
71,368709
4,368709
66,368709
1334,463034
1335,463034
1336,463034
1162,81573
1267,81573
1337,81573
1338,299930
1339,299930
1340,299930
232,405676
59,405676
80,405676
501,162650
10,162650
1041,162650
